sample.id	user_genome	Kingdom	Phylum	Class	Order	Family	Genus	Species	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings	BinLab
DonA	bin_44	d__Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Ruminococcaceae	Ruminiclostridium_E		N/A	N/A	N/A	N/A	N/A	GCA_003508605.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__Ruminiclostridium_E sp003508605	77.43	0.2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminiclostridium_E;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000154325.1, s__Ruminiclostridium_E siraeum, 95.0, 76.51, 0.04; GCA_003512525.1, s__Ruminiclostridium_E sp003512525, 95.0, 76.19, 0.05; GCA_002437415.1, s__Ruminiclostridium_E sp002437415, 95.0, 75.94, 0.04; GCA_900556525.1, s__Ruminiclostridium_E sp900556525, 95.0, 75.59, 0.05; GCA_900539195.1, s__Ruminiclostridium_E sp900539195, 95.0, 75.55, 0.04; GCA_002363155.1, s__Ruminiclostridium_E sp002363155, 95.0, 75.46, 0.04	94.25	11	0.9585718434450003	N/A	DonA_bin_44
DonA	bin_46	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		N/A	N/A	N/A	N/A	N/A	GCA_002428825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	84.55	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900553175.1, s__Alistipes sp900553175, 95.0, 83.06, 0.65; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 82.06, 0.55; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 81.9, 0.61; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.71, 0.65; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 81.34, 0.56; GCF_000210575.1, s__Alistipes shahii, 95.0, 81.3, 0.63; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.2, 0.53; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 81.1, 0.64; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 81.1, 0.55; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 81.08, 0.6; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.86, 0.59; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 80.86, 0.52; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 80.76, 0.56; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.75, 0.6; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 80.56, 0.56; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.54, 0.54; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.43, 0.57; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 80.42, 0.42; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 80.4, 0.44; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 80.11, 0.46; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 79.87, 0.51; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.83, 0.48; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 79.21, 0.35; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.6, 0.34; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.09, 0.28; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.87, 0.28; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.51, 0.24; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.31, 0.2; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.54, 0.09	71.41	11	0.9903138873608535	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonA_bin_46
DonA	bin_47	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter		N/A	N/A	N/A	N/A	N/A	GCA_900548135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900548135	77.16	0.06	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 78.31, 0.14; GCF_000243215.1, s__Odoribacter laneus, 95.0, 77.23, 0.06; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 77.04, 0.1; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 76.79, 0.08; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 76.74, 0.09; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 76.27, 0.07	87.4	11	0.9786215006086917	N/A	DonA_bin_47
DonA	bin_48	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		N/A	N/A	N/A	N/A	N/A	GCA_900546065.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900546065	79.98	0.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	GCF_900083545.1, s__Alistipes sp900083545, 95.0, 79.03, 0.34; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 78.88, 0.37; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 78.87, 0.32; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 78.8, 0.35; GCF_000210575.1, s__Alistipes shahii, 95.0, 78.74, 0.33; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 78.73, 0.29; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.69, 0.31; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 78.61, 0.32; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 78.6, 0.3; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 78.55, 0.3; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.53, 0.28; GCF_900107675.1, s__Alistipes timonensis, 95.0, 78.52, 0.32; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 78.48, 0.23; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 78.42, 0.27; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 78.42, 0.3; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 78.37, 0.3; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 78.36, 0.3; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.35, 0.38; GCF_000311925.1, s__Alistipes obesi, 95.0, 78.31, 0.32; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 78.29, 0.36; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 78.27, 0.28; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 78.25, 0.32; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 78.22, 0.25; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 78.0, 0.31; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.92, 0.24; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.86, 0.21; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.22, 0.24; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.87, 0.16; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.56, 0.1	93.95	11	0.9632234570977861	N/A	DonA_bin_48
DonA	bin_49	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		N/A	N/A	N/A	N/A	N/A	GCA_002428825.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp002428825	82.1	0.71	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.58, 0.49; GCA_900544265.1, s__Alistipes sp900544265, 95.0, 80.48, 0.59; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 80.27, 0.49; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 80.24, 0.64; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.23, 0.62; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.09, 0.57; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 80.04, 0.58; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 79.91, 0.57; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 79.69, 0.64; GCF_900107675.1, s__Alistipes timonensis, 95.0, 79.67, 0.6; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 79.65, 0.62; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 79.65, 0.56; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 79.64, 0.54; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 79.6, 0.46; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.47, 0.36; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 79.29, 0.44; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 79.08, 0.53; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 79.05, 0.55; GCF_900021155.1, s__Alistipes sp900021155, 95.0, 78.94, 0.47; GCF_000311925.1, s__Alistipes obesi, 95.0, 78.47, 0.37; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 78.42, 0.35; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 77.77, 0.29; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 77.57, 0.31; GCF_000154465.1, s__Alistipes putredinis, 95.0, 77.5, 0.31; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 77.12, 0.22; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 77.09, 0.19; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 76.8, 0.14; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 76.78, 0.15; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 75.78, 0.06	50.2	11	0.9890009785830242	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonA_bin_49
DonA	bin_5	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae			N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	47.1	11	0.8872088031495804	N/A	DonA_bin_5
DonA	bin_50	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA7173	UBA7173 sp001689485	GCA_001689485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	98.94	0.87	GCA_001689485.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__UBA7173 sp001689485	98.94	0.87	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004102785.1, s__UBA7173 sp002491305, 95.0, 79.81, 0.2; GCF_004102805.1, s__UBA7173 sp004102805, 95.0, 79.55, 0.15; GCA_900540205.1, s__UBA7173 sp900540205, 95.0, 78.53, 0.26; GCA_900545955.1, s__UBA7173 sp900545955, 95.0, 78.13, 0.21; GCA_900546835.1, s__UBA7173 sp900546835, 95.0, 77.9, 0.22; GCA_001689685.1, s__UBA7173 sp001689685, 95.0, 77.5, 0.16; GCA_001701135.1, s__UBA7173 sp001701135, 95.0, 77.47, 0.16; GCA_004557825.1, s__UBA7173 sp004557825, 95.0, 77.37, 0.17; GCA_900555165.1, s__UBA7173 sp900555165, 95.0, 77.28, 0.19; GCA_001915385.1, s__UBA7173 sp001915385, 95.0, 77.1, 0.1; GCA_900548705.1, s__UBA7173 sp900548705, 95.0, 77.04, 0.15; GCA_900552325.1, s__UBA7173 sp900552325, 95.0, 76.88, 0.16	89.46	11	N/A	N/A	DonA_bin_50
DonA	bin_51	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Dorea		N/A	N/A	N/A	N/A	N/A	GCA_002492335.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__Dorea sp002492335	77.76	0.1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000403455.2, s__Dorea sp000403455, 95.0, 78.34, 0.21; GCF_004295125.1, s__Dorea scindens, 95.0, 77.42, 0.1; GCF_900240315.1, s__Dorea sp900240315, 95.0, 77.38, 0.1; GCA_000433535.1, s__Dorea sp000433535, 95.0, 77.31, 0.1; GCF_000169235.1, s__Dorea formicigenerans, 95.0, 77.14, 0.08; GCA_900066765.1, s__Dorea sp900066765, 95.0, 77.1, 0.1; GCF_000509125.1, s__Dorea sp000509125, 95.0, 77.07, 0.1; GCA_900553355.1, s__Dorea sp900553355, 95.0, 77.04, 0.09; GCF_001404875.1, s__Dorea longicatena_B, 95.0, 77.02, 0.08; GCF_000403475.2, s__Dorea sp000403475, 95.0, 76.97, 0.16; GCF_001754075.1, s__Dorea faecis, 95.0, 76.95, 0.12; GCA_900543415.1, s__Dorea sp900543415, 95.0, 76.95, 0.09; GCF_001185345.1, s__Dorea sp001185345, 95.0, 76.74, 0.08; GCA_900550865.1, s__Dorea sp900550865, 95.0, 76.72, 0.08; GCF_002160985.1, s__Dorea sp002160985, 95.0, 76.72, 0.07; GCF_000154065.1, s__Dorea longicatena, 95.0, 76.63, 0.09; GCF_000765215.1, s__Dorea sp000765215, 95.0, 76.6, 0.07; GCF_004345005.1, s__Dorea muris, 95.0, 76.55, 0.09; GCF_900120345.1, s__Dorea phocaeensis, 95.0, 76.51, 0.08; GCF_000156515.1, s__Dorea hylemonae, 95.0, 76.46, 0.1; GCA_900543315.1, s__Dorea sp900543315, 95.0, 76.45, 0.08; GCF_003435815.1, s__Dorea sp000433215, 95.0, 76.44, 0.11; GCF_900312975.1, s__Dorea sp900312975, 95.0, 76.32, 0.08; GCF_003477705.1, s__Dorea sp900066555, 95.0, 76.24, 0.08	38.75	11	0.9619098454019318	N/A	DonA_bin_51
DonA	bin_52	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter		N/A	N/A	N/A	N/A	N/A	GCA_900548135.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter sp900548135	77.84	0.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000190535.1, s__Odoribacter splanchnicus, 95.0, 78.44, 0.3; GCA_900541415.1, s__Odoribacter sp900541415, 95.0, 77.69, 0.21; GCF_900091655.1, s__Odoribacter massiliensis, 95.0, 77.44, 0.19; GCA_900544025.1, s__Odoribacter sp900544025, 95.0, 77.31, 0.2; GCF_000243215.1, s__Odoribacter laneus, 95.0, 77.09, 0.16; GCA_002293375.1, s__Odoribacter sp002293375, 95.0, 76.77, 0.06	94.48	11	0.9788933761652756	N/A	DonA_bin_52
DonA	bin_53	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes		N/A	N/A	N/A	N/A	N/A	GCF_900021155.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp900021155	81.74	0.69	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	N/A	GCA_900544265.1, s__Alistipes sp900544265, 95.0, 81.88, 0.67; GCA_002358415.1, s__Alistipes sp002358415, 95.0, 81.81, 0.6; GCF_006542685.1, s__Alistipes sp006542685, 95.0, 81.55, 0.65; GCA_900553175.1, s__Alistipes sp900553175, 95.0, 81.43, 0.57; GCF_000312145.1, s__Alistipes senegalensis, 95.0, 81.14, 0.65; GCF_900290115.1, s__Alistipes sp900290115, 95.0, 81.06, 0.65; GCA_000434235.1, s__Alistipes sp000434235, 95.0, 81.01, 0.61; GCF_000210575.1, s__Alistipes shahii, 95.0, 80.99, 0.68; GCA_900541585.1, s__Alistipes sp900541585, 95.0, 80.88, 0.64; GCF_900083545.1, s__Alistipes sp900083545, 95.0, 80.87, 0.65; GCA_900542505.1, s__Alistipes sp900542505, 95.0, 80.83, 0.59; GCF_002161445.1, s__Alistipes sp002161445, 95.0, 80.7, 0.58; GCF_900107675.1, s__Alistipes timonensis, 95.0, 80.49, 0.63; GCA_001941065.1, s__Alistipes sp001941065, 95.0, 80.49, 0.59; GCF_000265365.1, s__Alistipes finegoldii, 95.0, 80.44, 0.67; GCF_900604385.1, s__Alistipes sp002159375, 95.0, 80.39, 0.59; GCF_000374505.1, s__Alistipes onderdonkii, 95.0, 80.26, 0.6; GCA_900552955.1, s__Alistipes sp900552955, 95.0, 80.2, 0.45; GCA_900549305.1, s__Alistipes sp900549305, 95.0, 79.99, 0.41; GCA_002428825.1, s__Alistipes sp002428825, 95.0, 79.82, 0.53; GCF_000311925.1, s__Alistipes obesi, 95.0, 79.82, 0.53; GCA_900550375.1, s__Alistipes sp900550375, 95.0, 79.07, 0.41; GCF_000154465.1, s__Alistipes putredinis, 95.0, 78.81, 0.4; GCA_002362235.1, s__Alistipes sp002362235, 95.0, 78.41, 0.33; GCA_900546065.1, s__Alistipes sp900546065, 95.0, 78.29, 0.35; GCA_003979135.1, s__Alistipes sp003979135, 95.0, 78.03, 0.3; GCA_900548155.1, s__Alistipes sp900548155, 95.0, 77.91, 0.23; GCA_900550925.1, s__Alistipes sp900550925, 95.0, 77.43, 0.21; GCA_002293345.1, s__Alistipes sp002293345, 95.0, 76.27, 0.15	89.96	11	0.9611824365790766	Genome not assigned to closest species as it falls outside its pre-defined ANI radius	DonA_bin_53
DonA	bin_54	d__Bacteria	Firmicutes_A	Clostridia	Oscillospirales	Oscillospiraceae	UBA9475		N/A	N/A	N/A	N/A	N/A	GCA_004560375.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__UBA9475 sp004560375	80.31	0.13	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA9475;s__	taxonomic classification defined by topology and ANI	N/A	GCF_002161675.1, s__UBA9475 sp002161675, 95.0, 81.12, 0.08; GCF_002161235.1, s__UBA9475 sp002161235, 95.0, 77.72, 0.08; GCA_900549885.1, s__UBA9475 sp900549885, 95.0, 76.91, 0.06; GCA_003534045.1, s__UBA9475 sp003534045, 95.0, 76.57, 0.05; GCA_900554075.1, s__UBA9475 sp900554075, 95.0, 75.65, 0.02	10.2	11	0.9579837560076915	Genome domain questionable ( 10.8% Bacterial, 1.6% Archaeal)	DonA_bin_54
DonA	bin_55	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Muribaculum	Muribaculum sp002473395	GCF_004801635.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395	98.88	0.88	GCF_004801635.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__Muribaculum sp002473395	98.88	0.88	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Muribaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003671795.1, s__Muribaculum sp002358615, 95.0, 78.5, 0.08; GCF_004570975.1, s__Muribaculum sp001701195, 95.0, 77.08, 0.08; GCA_001689405.1, s__Muribaculum arabinoxylanisolvens, 95.0, 77.03, 0.08; GCF_002201515.1, s__Muribaculum intestinale, 95.0, 76.89, 0.09; GCA_003150235.1, s__Muribaculum sp003150235, 95.0, 76.79, 0.08; GCF_004803695.1, s__Muribaculum sp002492595, 95.0, 76.76, 0.09; GCA_001701065.1, s__Muribaculum sp001701065, 95.0, 76.57, 0.06	90.85	11	N/A	N/A	DonA_bin_55
DonA	bin_56	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	Paramuribaculum	Paramuribaculum sp001689565	GCF_003762715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565	98.21	0.94	GCF_003762715.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__Paramuribaculum sp001689565	98.21	0.94	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Paramuribaculum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_003024925.1, s__Paramuribaculum intestinale, 95.0, 78.23, 0.18; GCA_001701115.1, s__Paramuribaculum sp001701115, 95.0, 78.05, 0.27; GCA_000431155.1, s__Paramuribaculum sp000431155, 95.0, 77.41, 0.12; GCA_001689535.1, s__Paramuribaculum sp001689535, 95.0, 77.15, 0.1; GCA_900553585.1, s__Paramuribaculum sp900553585, 95.0, 77.1, 0.07; GCA_900546365.1, s__Paramuribaculum sp900546365, 95.0, 76.97, 0.12; GCA_900551515.1, s__Paramuribaculum sp900551515, 95.0, 76.9, 0.12	90.2	11	N/A	N/A	DonA_bin_56
DonA	bin_57	d__Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	UBA3263		N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	19.68	11	0.9345040690251368	N/A	DonA_bin_57
DonA	bin_58	d__Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Helicobacteraceae	Helicobacter_D	Helicobacter_D ganmani	GCF_003364315.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D ganmani	99.13	0.94	GCF_003364315.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__Helicobacter_D ganmani	99.13	0.94	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_D;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_000687535.1, s__Helicobacter_D rodentium, 95.0, 82.3, 0.76; GCF_000765675.1, s__Helicobacter_D sp000765675, 95.0, 80.71, 0.68; GCF_000765695.2, s__Helicobacter_D sp000765695, 95.0, 78.83, 0.49; GCF_000765745.2, s__Helicobacter_D apodemus, 95.0, 78.26, 0.25; GCF_000158455.1, s__Helicobacter_D winghamensis, 95.0, 78.26, 0.39; GCF_003288905.1, s__Helicobacter_D sp003288905, 95.0, 77.69, 0.31; GCF_000162575.1, s__Helicobacter_D canadensis, 95.0, 77.66, 0.3; GCF_003670295.1, s__Helicobacter_D sp003670295, 95.0, 77.4, 0.26; GCF_000155495.1, s__Helicobacter_D pullorum, 95.0, 77.39, 0.29; GCF_003245365.1, s__Helicobacter_D valdiviensis, 95.0, 77.39, 0.23; GCF_900198605.1, s__Helicobacter_D mesocricetorum, 95.0, 77.36, 0.22	93.27	11	N/A	N/A	DonA_bin_58
DonA	bin_59	d__Bacteria	Firmicutes_A	Clostridia	Lachnospirales	Lachnospiraceae	Hungatella_A		N/A	N/A	N/A	N/A	N/A	GCA_002358555.1	95.0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__Hungatella_A sp002358555	76.78	0.16	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Hungatella_A;s__	taxonomic classification defined by topology and ANI	N/A	GCF_000235505.1, s__Hungatella_A hathewayi_A, 95.0, 76.88, 0.15; GCF_003478355.1, s__Hungatella_A sp003478355, 95.0, 76.54, 0.09	31.43	11	0.9630671249515236	N/A	DonA_bin_59
